,Company,Job Title,Location,Estimated Salary,Lower Bound,Median,Upper Bound
254,Anblicks,"['science', 'aiml']","Dallas, TX","[58000, 75000.0, 92000]",58000.0,75000.0,92000.0
255,Havas Group,"['junior', 'fellow', 'decision', 'science']","New York, NY","[29952.0, 37440, 44928.0]",29952.0,37440.0,44928.0
256,Liberty Mutual Insurance,"['science', 'coop', 'july', 'december']","Boston, MA","[54080, 60320.0, 66560]",54080.0,60320.0,66560.0
257,BigHat Biosciences,"['programs', 'science', 'consultant', 'remote']","San Mateo, CA","[79000, 104000.0, 129000]",79000.0,104000.0,129000.0
258,The University of Chicago,"['science', 'analyst']","Chicago, IL","[75000, 91500.0, 108000]",75000.0,91500.0,108000.0
259,SETI Institute,"['science', 'pipeline', 'operator']","Mountain View, CA","[67000, 81000.0, 95000]",67000.0,81000.0,95000.0
260,Adobe,"['science', 'engineer']","Lehi, UT","[140000, 200500.0, 261000]",140000.0,200500.0,261000.0
261,Cobbs Creek Healthcare,"['junior', 'analyst']","Newtown Square, PA","[55000, 60000.0, 65000]",55000.0,60000.0,65000.0
264,Forward,"['software', 'engineer', 'science']","San Francisco, CA","[113000, 140500.0, 168000]",113000.0,140500.0,168000.0
265,C3 AI,"['science', 'instructor']","Redwood City, CA","[109000, 125500.0, 142000]",109000.0,125500.0,142000.0
266,pulseData,"['science', 'associate', 'remote']","New York, NY","[50000, 66500.0, 83000]",50000.0,66500.0,83000.0
267,Bayer,"['nafto', 'science', 'coop']",United States,"[58240.0, 72800, 87360.0]",58240.0,72800.0,87360.0
268,MediaMath,"['vp', 'science']","New York, NY","[231000, 265500.0, 300000]",231000.0,265500.0,300000.0
269,Duolingo,"['head', 'science']","New York, NY","[196000, 255000.0, 314000]",196000.0,255000.0,314000.0
270,Dataquestcorp,['science'],"Branchburg, NJ","[70000, 74500.0, 79000]",70000.0,74500.0,79000.0
272,"JPMorgan Chase Bank, N.A.","['advancing', 'hispanics', 'latinos', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
273,Discord,"['engineering', 'manager']","San Francisco, CA","[153600.0, 192000, 230400.0]",153600.0,192000.0,230400.0
274,YT Global Network,"['engineer', 'remote']",Remote,"[187200, 218400.0, 249600]",187200.0,218400.0,249600.0
275,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
276,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']","Lanham, MD","[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
278,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
279,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
280,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
281,Vetro Tech Inc,['scientist'],"Seattle, WA","[87000, 93000.0, 99000]",87000.0,93000.0,99000.0
282,Electric Hydrogen,"['science', 'coop']","San Carlos, CA","[72800, 83200.0, 93600]",72800.0,83200.0,93600.0
283,Anblicks,"['science', 'aiml']","Dallas, TX","[58000, 75000.0, 92000]",58000.0,75000.0,92000.0
284,Havas Group,"['junior', 'fellow', 'decision', 'science']","New York, NY","[29952.0, 37440, 44928.0]",29952.0,37440.0,44928.0
285,Liberty Mutual Insurance,"['science', 'coop', 'july', 'december']","Boston, MA","[54080, 60320.0, 66560]",54080.0,60320.0,66560.0
286,BigHat Biosciences,"['programs', 'science', 'consultant', 'remote']","San Mateo, CA","[79000, 104000.0, 129000]",79000.0,104000.0,129000.0
287,The University of Chicago,"['science', 'analyst']","Chicago, IL","[75000, 91500.0, 108000]",75000.0,91500.0,108000.0
288,SETI Institute,"['science', 'pipeline', 'operator']","Mountain View, CA","[67000, 81000.0, 95000]",67000.0,81000.0,95000.0
289,Adobe,"['science', 'engineer']","Lehi, UT","[140000, 200500.0, 261000]",140000.0,200500.0,261000.0
290,Cobbs Creek Healthcare,"['junior', 'analyst']","Newtown Square, PA","[55000, 60000.0, 65000]",55000.0,60000.0,65000.0
293,Forward,"['software', 'engineer', 'science']","San Francisco, CA","[113000, 140500.0, 168000]",113000.0,140500.0,168000.0
294,C3 AI,"['science', 'instructor']","Redwood City, CA","[109000, 125500.0, 142000]",109000.0,125500.0,142000.0
295,pulseData,"['science', 'associate', 'remote']","New York, NY","[50000, 66500.0, 83000]",50000.0,66500.0,83000.0
296,Bayer,"['nafto', 'science', 'coop']",United States,"[58240.0, 72800, 87360.0]",58240.0,72800.0,87360.0
297,MediaMath,"['vp', 'science']","New York, NY","[231000, 265500.0, 300000]",231000.0,265500.0,300000.0
298,Duolingo,"['head', 'science']","New York, NY","[196000, 255000.0, 314000]",196000.0,255000.0,314000.0
299,University of Memphis,"['postdoctoral', 'researcher', 'science']","Memphis, TN","[49000, 60500.0, 72000]",49000.0,60500.0,72000.0
300,Dataquestcorp,['science'],"Branchburg, NJ","[70000, 74500.0, 79000]",70000.0,74500.0,79000.0
302,"JPMorgan Chase Bank, N.A.","['focused', 'analytics', 'solutions', 'team', 'fast', 'fulltime', 'associate', 'program', 'science']","Plano, TX","[100000.0, 125000, 150000.0]",100000.0,125000.0,150000.0
303,"JPMorgan Chase Bank, N.A.","['advancing', 'hispanics', 'latinos', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
304,"JPMorgan Chase Bank, N.A.","['advancing', 'black', 'pathways', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
305,Discord,"['engineering', 'manager']","San Francisco, CA","[153600.0, 192000, 230400.0]",153600.0,192000.0,230400.0
306,YT Global Network,"['engineer', 'remote']",Remote,"[187200, 218400.0, 249600]",187200.0,218400.0,249600.0
307,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
308,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']",,"[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
310,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
311,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
312,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
313,Vetro Tech Inc,['scientist'],"Seattle, WA","[87000, 93000.0, 99000]",87000.0,93000.0,99000.0
314,Electric Hydrogen,"['science', 'coop']","San Carlos, CA","[72800, 83200.0, 93600]",72800.0,83200.0,93600.0
315,Anblicks,"['science', 'aiml']","Dallas, TX","[58000, 75000.0, 92000]",58000.0,75000.0,92000.0
316,Havas Group,"['junior', 'fellow', 'decision', 'science']","New York, NY","[29952.0, 37440, 44928.0]",29952.0,37440.0,44928.0
317,Liberty Mutual Insurance,"['science', 'coop', 'july', 'december']","Boston, MA","[54080, 60320.0, 66560]",54080.0,60320.0,66560.0
318,BigHat Biosciences,"['programs', 'science', 'consultant', 'remote']","San Mateo, CA","[79000, 104000.0, 129000]",79000.0,104000.0,129000.0
319,The University of Chicago,"['science', 'analyst']","Chicago, IL","[75000, 91500.0, 108000]",75000.0,91500.0,108000.0
320,SETI Institute,"['science', 'pipeline', 'operator']","Mountain View, CA","[67000, 81000.0, 95000]",67000.0,81000.0,95000.0
321,Adobe,"['science', 'engineer']","Lehi, UT","[140000, 200500.0, 261000]",140000.0,200500.0,261000.0
322,Cobbs Creek Healthcare,"['junior', 'analyst']","Newtown Square, PA","[55000, 60000.0, 65000]",55000.0,60000.0,65000.0
326,Forward,"['software', 'engineer', 'science']","San Francisco, CA","[113000, 140500.0, 168000]",113000.0,140500.0,168000.0
327,"JPMorgan Chase Bank, N.A.","['scientist', 'decision', 'science', 'chase']","New York, NY","[143000, 171500.0, 200000]",143000.0,171500.0,200000.0
328,C3 AI,"['science', 'instructor']","Redwood City, CA","[109000, 125500.0, 142000]",109000.0,125500.0,142000.0
329,Delta,"['associate', 'scientist', 'operations', 'decision', 'science']","Atlanta, GA","[90000, 106000.0, 122000]",90000.0,106000.0,122000.0
330,Dataquestcorp,['science'],"Branchburg, NJ","[70000, 74500.0, 79000]",70000.0,74500.0,79000.0
332,"JPMorgan Chase Bank, N.A.","['advancing', 'hispanics', 'latinos', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
333,Discord,"['engineering', 'manager']","San Francisco, CA","[153600.0, 192000, 230400.0]",153600.0,192000.0,230400.0
334,YT Global Network,"['engineer', 'remote']",Remote,"[187200, 218400.0, 249600]",187200.0,218400.0,249600.0
335,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
336,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']","Lanham, MD","[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
338,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
339,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
340,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
341,Vetro Tech Inc,['scientist'],"Seattle, WA","[87000, 93000.0, 99000]",87000.0,93000.0,99000.0
342,Electric Hydrogen,"['science', 'coop']","San Carlos, CA","[72800, 83200.0, 93600]",72800.0,83200.0,93600.0
343,Anblicks,"['science', 'aiml']","Dallas, TX","[58000, 75000.0, 92000]",58000.0,75000.0,92000.0
344,Havas Group,"['junior', 'fellow', 'decision', 'science']","New York, NY","[29952.0, 37440, 44928.0]",29952.0,37440.0,44928.0
345,Liberty Mutual Insurance,"['science', 'coop', 'july', 'december']","Boston, MA","[54080, 60320.0, 66560]",54080.0,60320.0,66560.0
346,BigHat Biosciences,"['programs', 'science', 'consultant', 'remote']","San Mateo, CA","[79000, 104000.0, 129000]",79000.0,104000.0,129000.0
347,The University of Chicago,"['science', 'analyst']","Chicago, IL","[75000, 91500.0, 108000]",75000.0,91500.0,108000.0
348,SETI Institute,"['science', 'pipeline', 'operator']","Mountain View, CA","[67000, 81000.0, 95000]",67000.0,81000.0,95000.0
349,Adobe,"['science', 'engineer']","Lehi, UT","[140000, 200500.0, 261000]",140000.0,200500.0,261000.0
350,Cobbs Creek Healthcare,"['junior', 'analyst']","Newtown Square, PA","[55000, 60000.0, 65000]",55000.0,60000.0,65000.0
353,Forward,"['software', 'engineer', 'science']","San Francisco, CA","[113000, 140500.0, 168000]",113000.0,140500.0,168000.0
354,C3 AI,"['science', 'instructor']","Redwood City, CA","[109000, 125500.0, 142000]",109000.0,125500.0,142000.0
355,pulseData,"['science', 'associate', 'remote']","New York, NY","[50000, 66500.0, 83000]",50000.0,66500.0,83000.0
356,Bayer,"['nafto', 'science', 'coop']",United States,"[58240.0, 72800, 87360.0]",58240.0,72800.0,87360.0
357,MediaMath,"['vp', 'science']","New York, NY","[231000, 265500.0, 300000]",231000.0,265500.0,300000.0
358,Duolingo,"['head', 'science']","New York, NY","[196000, 255000.0, 314000]",196000.0,255000.0,314000.0
359,University of Memphis,"['postdoctoral', 'researcher', 'science']","Memphis, TN","[49000, 60500.0, 72000]",49000.0,60500.0,72000.0
360,Dataquestcorp,['science'],"Branchburg, NJ","[70000, 74500.0, 79000]",70000.0,74500.0,79000.0
362,"JPMorgan Chase Bank, N.A.","['advancing', 'hispanics', 'latinos', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
363,Discord,"['engineering', 'manager']","San Francisco, CA","[153600.0, 192000, 230400.0]",153600.0,192000.0,230400.0
364,YT Global Network,"['engineer', 'remote']",Remote,"[187200, 218400.0, 249600]",187200.0,218400.0,249600.0
365,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
366,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']","Lanham, MD","[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
368,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
369,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
370,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
371,Vetro Tech Inc,['scientist'],"Seattle, WA","[87000, 93000.0, 99000]",87000.0,93000.0,99000.0
372,Electric Hydrogen,"['science', 'coop']","San Carlos, CA","[72800, 83200.0, 93600]",72800.0,83200.0,93600.0
373,Anblicks,"['science', 'aiml']","Dallas, TX","[58000, 75000.0, 92000]",58000.0,75000.0,92000.0
374,Havas Group,"['junior', 'fellow', 'decision', 'science']","New York, NY","[29952.0, 37440, 44928.0]",29952.0,37440.0,44928.0
375,Liberty Mutual Insurance,"['science', 'coop', 'july', 'december']","Boston, MA","[54080, 60320.0, 66560]",54080.0,60320.0,66560.0
376,BigHat Biosciences,"['programs', 'science', 'consultant', 'remote']","San Mateo, CA","[79000, 104000.0, 129000]",79000.0,104000.0,129000.0
377,The University of Chicago,"['science', 'analyst']","Chicago, IL","[75000, 91500.0, 108000]",75000.0,91500.0,108000.0
378,SETI Institute,"['science', 'pipeline', 'operator']","Mountain View, CA","[67000, 81000.0, 95000]",67000.0,81000.0,95000.0
379,Adobe,"['science', 'engineer']","Lehi, UT","[140000, 200500.0, 261000]",140000.0,200500.0,261000.0
380,Cobbs Creek Healthcare,"['junior', 'analyst']","Newtown Square, PA","[55000, 60000.0, 65000]",55000.0,60000.0,65000.0
383,Forward,"['software', 'engineer', 'science']","San Francisco, CA","[113000, 140500.0, 168000]",113000.0,140500.0,168000.0
384,C3 AI,"['science', 'instructor']","Redwood City, CA","[109000, 125500.0, 142000]",109000.0,125500.0,142000.0
385,pulseData,"['science', 'associate', 'remote']","New York, NY","[50000, 66500.0, 83000]",50000.0,66500.0,83000.0
386,Bayer,"['nafto', 'science', 'coop']",United States,"[58240.0, 72800, 87360.0]",58240.0,72800.0,87360.0
387,MediaMath,"['vp', 'science']","New York, NY","[231000, 265500.0, 300000]",231000.0,265500.0,300000.0
388,Duolingo,"['head', 'science']","New York, NY","[196000, 255000.0, 314000]",196000.0,255000.0,314000.0
389,University of Memphis,"['postdoctoral', 'researcher', 'science']","Memphis, TN","[49000, 60500.0, 72000]",49000.0,60500.0,72000.0
390,Dataquestcorp,['science'],"Branchburg, NJ","[70000, 74500.0, 79000]",70000.0,74500.0,79000.0
392,"JPMorgan Chase Bank, N.A.","['advancing', 'hispanics', 'latinos', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
393,Discord,"['engineering', 'manager']","San Francisco, CA","[153600.0, 192000, 230400.0]",153600.0,192000.0,230400.0
394,YT Global Network,"['engineer', 'remote']",Remote,"[187200, 218400.0, 249600]",187200.0,218400.0,249600.0
395,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
396,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']","Lanham, MD","[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
398,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
399,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
400,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
401,Aristocrat Technologies Inc,"['science', 'analyst']","Las Vegas, NV","[69000, 87500.0, 106000]",69000.0,87500.0,106000.0
402,Vetro Tech Inc,['scientist'],"Seattle, WA","[87000, 93000.0, 99000]",87000.0,93000.0,99000.0
403,Electric Hydrogen,"['science', 'coop']","San Carlos, CA","[72800, 83200.0, 93600]",72800.0,83200.0,93600.0
404,Anblicks,"['science', 'aiml']","Dallas, TX","[58000, 75000.0, 92000]",58000.0,75000.0,92000.0
405,Havas Group,"['junior', 'fellow', 'decision', 'science']","New York, NY","[29952.0, 37440, 44928.0]",29952.0,37440.0,44928.0
406,Liberty Mutual Insurance,"['science', 'coop', 'july', 'december']","Boston, MA","[54080, 60320.0, 66560]",54080.0,60320.0,66560.0
407,BigHat Biosciences,"['programs', 'science', 'consultant', 'remote']","San Mateo, CA","[79000, 104000.0, 129000]",79000.0,104000.0,129000.0
408,The University of Chicago,"['science', 'analyst']","Chicago, IL","[75000, 91500.0, 108000]",75000.0,91500.0,108000.0
409,SETI Institute,"['science', 'pipeline', 'operator']","Mountain View, CA","[67000, 81000.0, 95000]",67000.0,81000.0,95000.0
410,Adobe,"['science', 'engineer']","Lehi, UT","[140000, 200500.0, 261000]",140000.0,200500.0,261000.0
411,Cobbs Creek Healthcare,"['junior', 'analyst']","Newtown Square, PA","[55000, 60000.0, 65000]",55000.0,60000.0,65000.0
414,Forward,"['software', 'engineer', 'science']","San Francisco, CA","[113000, 140500.0, 168000]",113000.0,140500.0,168000.0
415,C3 AI,"['science', 'instructor']","Redwood City, CA","[109000, 125500.0, 142000]",109000.0,125500.0,142000.0
416,pulseData,"['science', 'associate', 'remote']","New York, NY","[50000, 66500.0, 83000]",50000.0,66500.0,83000.0
417,Bayer,"['nafto', 'science', 'coop']",United States,"[58240.0, 72800, 87360.0]",58240.0,72800.0,87360.0
418,MediaMath,"['vp', 'science']","New York, NY","[231000, 265500.0, 300000]",231000.0,265500.0,300000.0
419,Duolingo,"['head', 'science']","New York, NY","[196000, 255000.0, 314000]",196000.0,255000.0,314000.0
420,Dataquestcorp,['science'],"Branchburg, NJ","[70000, 74500.0, 79000]",70000.0,74500.0,79000.0
422,"JPMorgan Chase Bank, N.A.","['advancing', 'hispanics', 'latinos', 'fellowship', 'program', 'ai', 'science', 'track']","New York, NY","[54080, 73840.0, 93600]",54080.0,73840.0,93600.0
423,Discord,"['engineering', 'manager']","San Francisco, CA","[153600.0, 192000, 230400.0]",153600.0,192000.0,230400.0
424,YT Global Network,"['engineer', 'remote']",Remote,"[187200, 218400.0, 249600]",187200.0,218400.0,249600.0
425,excelon solutuion,"['hiring', 'science', 'aws', 'w']",Remote,"[93600, 98800.0, 104000]",93600.0,98800.0,104000.0
426,Science Systems & Applications,"['science', 'visualizer', 'earth', 'science']","Lanham, MD","[62000, 74000.0, 86000]",62000.0,74000.0,86000.0
428,Delta,"['coop', 'flight', 'safety', 'science', 'fall']","Atlanta, GA","[40000, 51000.0, 62000]",40000.0,51000.0,62000.0
429,Hewlett Packard Enterprise,"['science', 'graduate']","San Jose, CA","[109000, 180500.0, 252000]",109000.0,180500.0,252000.0
430,Hunter Engineering,"['science', 'coop']","Bridgeton, MO","[71000, 90500.0, 110000]",71000.0,90500.0,110000.0
